customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
CUST_01261,267,5,4318.139999999999,2,4,2,242,At Risk
CUST_01262,230,9,28547.37,2,5,5,255,At Risk
CUST_01263,179,4,7231.880000000001,2,3,3,233,At Risk
CUST_01264,12,3,18322.65,5,2,5,525,Others
CUST_01265,156,2,1576.0900000000001,3,1,1,311,Others
CUST_01266,214,3,5603.43,2,2,2,222,Lost Customers
CUST_01267,312,5,20173.33,1,4,5,145,At Risk
CUST_01268,151,9,9563.67,3,5,3,353,Others
CUST_01269,10,5,17252.79,5,4,5,545,Loyal Customers
CUST_01270,99,6,18145.120000000003,3,5,5,355,Others
CUST_01271,267,1,2955.74,2,1,1,211,Lost Customers
CUST_01272,348,3,7951.62,1,2,3,123,Lost Customers
CUST_01273,19,8,17065.79,5,5,5,555,Champions
CUST_01274,381,5,19010.32,1,4,5,145,At Risk
CUST_01275,20,9,19821.809999999998,5,5,5,555,Champions
CUST_01276,181,4,10114.59,2,3,3,233,At Risk
CUST_01277,238,3,6360.51,2,2,2,222,Lost Customers
CUST_01278,18,4,13523.02,5,3,4,534,Others
CUST_01279,82,2,3033.83,4,1,1,411,Others
CUST_01280,360,3,4405.200000000001,1,2,2,122,Lost Customers
CUST_01281,234,4,15093.19,2,3,4,234,At Risk
CUST_01282,216,6,8251.36,2,5,3,253,At Risk
CUST_01283,281,4,14530.06,1,3,4,134,At Risk
CUST_01284,607,2,5727.02,1,1,2,112,Lost Customers
CUST_01285,40,7,8012.179999999999,4,5,3,453,Loyal Customers
CUST_01286,117,2,3200.75,3,1,1,311,Others
CUST_01287,8,6,16538.670000000002,5,5,5,555,Champions
CUST_01288,111,2,8973.42,3,1,3,313,Others
CUST_01289,91,8,19219.19,4,5,5,455,Loyal Customers
CUST_01290,193,1,2090.25,2,1,1,211,Lost Customers
CUST_01291,451,2,6580.820000000001,1,1,2,112,Lost Customers
CUST_01292,4,5,14626.77,5,4,4,544,Loyal Customers
CUST_01293,208,6,13832.58,2,5,4,254,At Risk
CUST_01294,54,6,6144.02,4,5,2,452,Loyal Customers
CUST_01295,280,3,3392.8899999999994,1,2,1,121,Lost Customers
CUST_01296,185,3,15864.09,2,2,5,225,Lost Customers
CUST_01297,156,4,4037.42,3,3,1,331,Others
CUST_01298,31,2,3394.57,5,1,1,511,Others
CUST_01299,90,4,14631.85,4,3,4,434,Others
CUST_01300,239,3,10699.650000000001,2,2,3,223,Lost Customers
CUST_01301,285,2,2957.87,1,1,1,111,Lost Customers
CUST_01302,133,4,7989.23,3,3,3,333,Others
CUST_01303,25,3,4653.93,5,2,2,522,Others
CUST_01304,245,7,15489.369999999999,2,5,5,255,At Risk
CUST_01305,248,6,16626.92,2,5,5,255,At Risk
CUST_01306,221,3,5054.66,2,2,2,222,Lost Customers
CUST_01307,72,8,18479.760000000002,4,5,5,455,Loyal Customers
CUST_01308,233,3,12200.6,2,2,4,224,Lost Customers
CUST_01309,214,4,15437.630000000001,2,3,5,235,At Risk
CUST_01310,17,6,8691.93,5,5,3,553,Loyal Customers
CUST_01311,117,4,6217.71,3,3,2,332,Others
CUST_01312,51,5,11693.98,4,4,4,444,Loyal Customers
CUST_01313,256,3,4581.13,2,2,2,222,Lost Customers
CUST_01314,355,6,15449.77,1,5,5,155,At Risk
CUST_01315,25,2,5664.790000000001,5,1,2,512,Others
CUST_01316,400,2,7724.45,1,1,3,113,Lost Customers
CUST_01317,27,4,10077.71,5,3,3,533,Others
CUST_01318,394,4,2047.23,1,3,1,131,At Risk
CUST_01319,124,6,10698.599999999999,3,5,3,353,Others
CUST_01320,47,3,8909.560000000001,4,2,3,423,Others
CUST_01321,239,6,12765.01,2,5,4,254,At Risk
CUST_01322,173,4,6239.71,2,3,2,232,At Risk
CUST_01323,167,4,16232.83,2,3,5,235,At Risk
CUST_01324,179,2,132.75,2,1,1,211,Lost Customers
CUST_01325,206,2,2560.97,2,1,1,211,Lost Customers
CUST_01326,194,3,7574.4400000000005,2,2,3,223,Lost Customers
CUST_01327,64,6,27508.0,4,5,5,455,Loyal Customers
CUST_01328,40,6,10922.47,4,5,4,454,Loyal Customers
CUST_01329,226,3,2436.9700000000003,2,2,1,221,Lost Customers
CUST_01330,45,4,4846.54,4,3,2,432,Others
CUST_01331,203,4,7802.76,2,3,3,233,At Risk
CUST_01332,238,5,11860.26,2,4,4,244,At Risk
CUST_01333,545,2,9247.49,1,1,3,113,Lost Customers
CUST_01334,161,5,8138.55,3,4,3,343,Others
CUST_01335,352,2,9268.13,1,1,3,113,Lost Customers
CUST_01336,178,8,19099.23,2,5,5,255,At Risk
CUST_01337,417,4,17801.48,1,3,5,135,At Risk
CUST_01338,213,5,3849.05,2,4,1,241,At Risk
CUST_01339,2,8,15138.61,5,5,4,554,Loyal Customers
CUST_01340,29,2,7122.34,5,1,2,512,Others
CUST_01341,244,3,12568.33,2,2,4,224,Lost Customers
CUST_01343,122,3,5895.5,3,2,2,322,Others
CUST_01344,158,4,5266.38,3,3,2,332,Others
CUST_01345,13,4,15851.32,5,3,5,535,Others
CUST_01346,215,1,2169.91,2,1,1,211,Lost Customers
CUST_01347,39,4,14570.73,4,3,4,434,Others
CUST_01349,87,7,13505.98,4,5,4,454,Loyal Customers
CUST_01350,92,4,17857.48,3,3,5,335,Others
CUST_01351,194,5,37926.25,2,4,5,245,At Risk
CUST_01352,443,2,3938.3799999999997,1,1,1,111,Lost Customers
CUST_01353,32,5,11852.95,5,4,4,544,Loyal Customers
CUST_01354,88,4,9350.07,4,3,3,433,Others
CUST_01355,117,4,23717.940000000002,3,3,5,335,Others
CUST_01356,97,4,5469.03,3,3,2,332,Others
CUST_01357,45,3,9049.8,4,2,3,423,Others
CUST_01358,134,4,11242.86,3,3,4,334,Others
CUST_01359,285,3,8201.73,1,2,3,123,Lost Customers
CUST_01360,248,7,7229.78,2,5,3,253,At Risk
CUST_01361,54,6,11451.85,4,5,4,454,Loyal Customers
CUST_01362,9,7,25120.84,5,5,5,555,Champions
CUST_01363,118,7,21040.12,3,5,5,355,Others
CUST_01364,225,6,7471.63,2,5,3,253,At Risk
CUST_01365,9,3,5218.76,5,2,2,522,Others
CUST_01366,20,4,11571.34,5,3,4,534,Others
CUST_01367,57,1,4211.86,4,1,2,412,Others
CUST_01368,118,6,18115.83,3,5,5,355,Others
CUST_01369,86,3,2757.37,4,2,1,421,Others
CUST_01370,29,1,1320.38,5,1,1,511,Others
CUST_01371,686,1,2175.82,1,1,1,111,Lost Customers
CUST_01372,11,5,24252.88,5,4,5,545,Loyal Customers
CUST_01373,409,2,3910.41,1,1,1,111,Lost Customers
CUST_01374,29,4,15266.59,5,3,4,534,Others
CUST_01375,21,6,19703.820000000003,5,5,5,555,Champions
CUST_01376,148,2,3768.73,3,1,1,311,Others
CUST_01377,53,5,6796.8099999999995,4,4,2,442,Loyal Customers
CUST_01378,243,3,5861.63,2,2,2,222,Lost Customers
CUST_01379,276,4,9346.59,2,3,3,233,At Risk
CUST_01380,26,3,9985.24,5,2,3,523,Others
CUST_01381,41,3,4265.95,4,2,2,422,Others
CUST_01382,53,3,8386.41,4,2,3,423,Others
CUST_01383,75,5,13927.189999999999,4,4,4,444,Loyal Customers
CUST_01384,254,1,1922.67,2,1,1,211,Lost Customers
CUST_01385,356,3,6574.09,1,2,2,122,Lost Customers
CUST_01386,548,1,1415.83,1,1,1,111,Lost Customers
CUST_01387,12,7,12662.76,5,5,4,554,Loyal Customers
CUST_01388,141,4,4894.35,3,3,2,332,Others
CUST_01389,41,3,3135.77,4,2,1,421,Others
CUST_01390,125,3,4640.4400000000005,3,2,2,322,Others
CUST_01391,57,9,32456.63,4,5,5,455,Loyal Customers
CUST_01392,402,1,177.0,1,1,1,111,Lost Customers
CUST_01393,67,6,14466.519999999999,4,5,4,454,Loyal Customers
CUST_01394,317,2,9070.11,1,1,3,113,Lost Customers
CUST_01395,141,3,5378.37,3,2,2,322,Others
CUST_01396,192,3,5169.04,2,2,2,222,Lost Customers
CUST_01397,395,2,1593.93,1,1,1,111,Lost Customers
CUST_01398,30,5,14123.77,5,4,4,544,Loyal Customers
CUST_01399,291,4,13406.86,1,3,4,134,At Risk
CUST_01400,197,3,25819.64,2,2,5,225,Lost Customers
CUST_01401,71,5,10455.33,4,4,3,443,Loyal Customers
CUST_01402,166,5,5354.3,2,4,2,242,At Risk
CUST_01403,403,2,987.53,1,1,1,111,Lost Customers
CUST_01404,192,4,3797.73,2,3,1,231,At Risk
CUST_01405,475,1,4744.78,1,1,2,112,Lost Customers
CUST_01406,221,1,7393.84,2,1,3,213,Lost Customers
CUST_01407,70,4,4160.91,4,3,2,432,Others
CUST_01408,269,4,7670.43,2,3,3,233,At Risk
CUST_01409,673,1,1707.76,1,1,1,111,Lost Customers
CUST_01410,109,4,8696.169999999998,3,3,3,333,Others
CUST_01411,5,6,9009.37,5,5,3,553,Loyal Customers
CUST_01412,305,2,2310.98,1,1,1,111,Lost Customers
CUST_01413,288,3,3991.9700000000003,1,2,1,121,Lost Customers
CUST_01414,99,6,7199.68,3,5,3,353,Others
CUST_01415,17,5,8445.52,5,4,3,543,Loyal Customers
CUST_01416,14,2,12291.310000000001,5,1,4,514,Others
CUST_01417,7,5,13238.720000000001,5,4,4,544,Loyal Customers
CUST_01418,239,5,4762.5599999999995,2,4,2,242,At Risk
CUST_01419,11,7,15221.630000000001,5,5,4,554,Loyal Customers
CUST_01420,84,8,19706.440000000002,4,5,5,455,Loyal Customers
CUST_01421,561,3,4169.73,1,2,2,122,Lost Customers
CUST_01422,252,7,17114.36,2,5,5,255,At Risk
CUST_01423,204,3,15201.859999999999,2,2,4,224,Lost Customers
CUST_01424,241,4,10508.779999999999,2,3,3,233,At Risk
CUST_01425,269,3,9878.490000000002,2,2,3,223,Lost Customers
CUST_01426,125,2,1315.78,3,1,1,311,Others
CUST_01427,329,2,4262.82,1,1,2,112,Lost Customers
CUST_01428,90,5,14210.23,4,4,4,444,Loyal Customers
CUST_01429,133,3,10419.44,3,2,3,323,Others
CUST_01430,60,8,20525.87,4,5,5,455,Loyal Customers
CUST_01431,55,4,9149.39,4,3,3,433,Others
CUST_01432,361,1,2440.49,1,1,1,111,Lost Customers
CUST_01433,39,2,2785.6899999999996,4,1,1,411,Others
CUST_01434,32,4,7674.47,5,3,3,533,Others
CUST_01435,4,5,6416.89,5,4,2,542,Loyal Customers
CUST_01436,186,6,7768.960000000001,2,5,3,253,At Risk
CUST_01437,236,3,5205.860000000001,2,2,2,222,Lost Customers
CUST_01438,106,6,9243.460000000001,3,5,3,353,Others
CUST_01439,182,2,3388.92,2,1,1,211,Lost Customers
CUST_01440,70,7,9418.67,4,5,3,453,Loyal Customers
CUST_01441,259,3,1686.3,2,2,1,221,Lost Customers
CUST_01442,101,6,11658.349999999999,3,5,4,354,Others
CUST_01443,75,6,16748.54,4,5,5,455,Loyal Customers
CUST_01444,712,1,81.93,1,1,1,111,Lost Customers
CUST_01446,9,7,12313.97,5,5,4,554,Loyal Customers
CUST_01447,395,2,2250.3399999999997,1,1,1,111,Lost Customers
CUST_01448,374,4,3148.84,1,3,1,131,At Risk
CUST_01449,165,4,7972.61,3,3,3,333,Others
CUST_01450,30,8,15283.57,5,5,4,554,Loyal Customers
CUST_01451,6,7,27425.09,5,5,5,555,Champions
CUST_01452,428,2,7333.55,1,1,3,113,Lost Customers
CUST_01453,95,4,7932.24,3,3,3,333,Others
CUST_01454,171,3,6122.56,2,2,2,222,Lost Customers
CUST_01455,212,3,6255.610000000001,2,2,2,222,Lost Customers
CUST_01456,167,1,4184.59,2,1,2,212,Lost Customers
CUST_01457,155,6,12306.3,3,5,4,354,Others
CUST_01458,157,2,4264.12,3,1,2,312,Others
CUST_01459,40,3,9584.1,4,2,3,423,Others
CUST_01460,143,3,8646.900000000001,3,2,3,323,Others
CUST_01461,448,4,23370.48,1,3,5,135,At Risk
CUST_01462,71,4,18227.68,4,3,5,435,Others
CUST_01463,25,7,17036.760000000002,5,5,5,555,Champions
CUST_01464,72,10,14756.95,4,5,4,454,Loyal Customers
CUST_01465,192,8,21946.38,2,5,5,255,At Risk
CUST_01466,2,6,10874.579999999998,5,5,4,554,Loyal Customers
CUST_01467,212,4,15797.34,2,3,5,235,At Risk
CUST_01468,54,6,8728.279999999999,4,5,3,453,Loyal Customers
CUST_01469,711,1,1588.37,1,1,1,111,Lost Customers
CUST_01470,409,5,13151.18,1,4,4,144,At Risk
CUST_01471,516,3,9632.04,1,2,3,123,Lost Customers
CUST_01472,99,4,9133.94,3,3,3,333,Others
CUST_01473,4,5,18686.67,5,4,5,545,Loyal Customers
CUST_01474,26,7,13771.31,5,5,4,554,Loyal Customers
CUST_01475,202,4,13207.32,2,3,4,234,At Risk
CUST_01476,210,4,11454.61,2,3,4,234,At Risk
CUST_01477,302,6,10027.099999999999,1,5,3,153,At Risk
CUST_01478,139,3,8299.94,3,2,3,323,Others
CUST_01479,143,6,13995.9,3,5,4,354,Others
CUST_01480,360,3,3817.5099999999998,1,2,1,121,Lost Customers
CUST_01481,631,2,5913.02,1,1,2,112,Lost Customers
CUST_01482,114,4,11970.329999999998,3,3,4,334,Others
CUST_01483,28,7,25262.36,5,5,5,555,Champions
CUST_01484,269,2,6009.98,2,1,2,212,Lost Customers
CUST_01485,29,5,9248.09,5,4,3,543,Loyal Customers
CUST_01486,118,4,7583.05,3,3,3,333,Others
CUST_01487,25,3,2350.96,5,2,1,521,Others
CUST_01488,257,3,6904.530000000001,2,2,2,222,Lost Customers
CUST_01489,264,6,11150.04,2,5,4,254,At Risk
CUST_01490,267,2,9180.44,2,1,3,213,Lost Customers
CUST_01491,19,3,7897.62,5,2,3,523,Others
CUST_01492,115,3,17901.0,3,2,5,325,Others
CUST_01493,329,3,3909.7799999999997,1,2,1,121,Lost Customers
CUST_01494,326,4,9666.789999999999,1,3,3,133,At Risk
CUST_01495,30,3,2530.59,5,2,1,521,Others
CUST_01496,359,5,9915.5,1,4,3,143,At Risk
CUST_01497,167,8,21728.77,2,5,5,255,At Risk
CUST_01498,289,4,10925.7,1,3,4,134,At Risk
CUST_01500,57,7,25867.84,4,5,5,455,Loyal Customers
CUST_01501,66,1,3443.6,4,1,1,411,Others
CUST_01502,4,3,7179.110000000001,5,2,3,523,Others
CUST_01503,16,6,13104.130000000001,5,5,4,554,Loyal Customers
CUST_01504,279,1,3423.43,2,1,1,211,Lost Customers
CUST_01505,80,2,5643.879999999999,4,1,2,412,Others
CUST_01506,6,2,10611.48,5,1,3,513,Others
CUST_01507,25,6,18356.51,5,5,5,555,Champions
CUST_01508,89,7,20264.66,4,5,5,455,Loyal Customers
CUST_01509,485,2,421.05,1,1,1,111,Lost Customers
CUST_01510,272,2,10029.46,2,1,3,213,Lost Customers
CUST_01511,29,5,8716.49,5,4,3,543,Loyal Customers
CUST_01512,541,3,14110.51,1,2,4,124,Lost Customers
CUST_01513,489,2,3319.7799999999997,1,1,1,111,Lost Customers
CUST_01514,202,4,2487.56,2,3,1,231,At Risk
CUST_01515,212,5,8103.860000000001,2,4,3,243,At Risk
CUST_01516,253,3,5642.11,2,2,2,222,Lost Customers
CUST_01517,178,3,1406.83,2,2,1,221,Lost Customers
CUST_01518,119,5,17830.59,3,4,5,345,Others
CUST_01519,91,2,4427.219999999999,4,1,2,412,Others
CUST_01520,127,5,8559.07,3,4,3,343,Others
CUST_01521,1,4,10915.07,5,3,4,534,Others
CUST_01522,35,4,10893.029999999999,5,3,4,534,Others
CUST_01523,86,2,2057.9900000000002,4,1,1,411,Others
CUST_01524,336,5,12493.17,1,4,4,144,At Risk
CUST_01525,42,3,4788.2300000000005,4,2,2,422,Others
CUST_01526,340,4,19736.41,1,3,5,135,At Risk
CUST_01527,160,6,17202.36,3,5,5,355,Others
CUST_01528,256,5,11689.27,2,4,4,244,At Risk
CUST_01529,110,5,4837.71,3,4,2,342,Others
CUST_01530,159,5,14045.92,3,4,4,344,Others
CUST_01531,54,2,9431.18,4,1,3,413,Others
CUST_01532,1,8,6455.55,5,5,2,552,Loyal Customers
CUST_01533,82,3,4531.24,4,2,2,422,Others
CUST_01534,128,5,2910.39,3,4,1,341,Others
CUST_01535,173,4,7021.400000000001,2,3,2,232,At Risk
CUST_01536,55,4,4697.92,4,3,2,432,Others
CUST_01537,228,3,8083.25,2,2,3,223,Lost Customers
CUST_01538,42,4,14251.25,4,3,4,434,Others
CUST_01539,245,3,3855.64,2,2,1,221,Lost Customers
CUST_01540,232,3,10319.869999999999,2,2,3,223,Lost Customers
CUST_01541,67,4,9875.97,4,3,3,433,Others
CUST_01542,120,5,19708.82,3,4,5,345,Others
CUST_01543,203,4,7276.43,2,3,3,233,At Risk
CUST_01544,107,4,7272.22,3,3,3,333,Others
CUST_01545,80,4,13582.47,4,3,4,434,Others
CUST_01546,126,5,8370.97,3,4,3,343,Others
CUST_01547,37,3,2939.79,5,2,1,521,Others
CUST_01548,32,8,21101.37,5,5,5,555,Champions
CUST_01549,34,8,18515.18,5,5,5,555,Champions
CUST_01550,378,4,14322.66,1,3,4,134,At Risk
CUST_01551,173,4,39174.28,2,3,5,235,At Risk
CUST_01552,198,3,8014.9,2,2,3,223,Lost Customers
CUST_01553,32,5,10520.16,5,4,3,543,Loyal Customers
CUST_01554,107,5,10548.42,3,4,3,343,Others
CUST_01555,44,4,16002.95,4,3,5,435,Others
CUST_01556,29,7,26239.09,5,5,5,555,Champions
CUST_01557,233,3,2952.96,2,2,1,221,Lost Customers
CUST_01558,96,4,5636.55,3,3,2,332,Others
CUST_01559,190,6,13188.380000000001,2,5,4,254,At Risk
CUST_01560,46,6,14073.61,4,5,4,454,Loyal Customers
CUST_01561,19,2,3841.2799999999997,5,1,1,511,Others
CUST_01562,82,4,11016.289999999999,4,3,4,434,Others
CUST_01563,39,6,17014.7,4,5,5,455,Loyal Customers
CUST_01564,212,2,3251.74,2,1,1,211,Lost Customers
CUST_01565,13,3,5688.08,5,2,2,522,Others
CUST_01566,36,5,22014.92,5,4,5,545,Loyal Customers
CUST_01567,94,3,8116.800000000001,3,2,3,323,Others
CUST_01569,69,6,11579.560000000001,4,5,4,454,Loyal Customers
CUST_01570,3,4,8793.33,5,3,3,533,Others
CUST_01571,141,1,146.99,3,1,1,311,Others
CUST_01572,37,2,8226.46,5,1,3,513,Others
CUST_01573,251,4,6079.87,2,3,2,232,At Risk
CUST_01574,292,2,4940.2699999999995,1,1,2,112,Lost Customers
CUST_01575,35,4,9385.08,5,3,3,533,Others
CUST_01576,27,5,16772.38,5,4,5,545,Loyal Customers
CUST_01577,43,4,15450.6,4,3,5,435,Others
CUST_01578,320,6,15553.78,1,5,5,155,At Risk
CUST_01579,100,4,4682.94,3,3,2,332,Others
CUST_01580,37,5,14727.75,5,4,4,544,Loyal Customers
CUST_01581,26,5,22888.89,5,4,5,545,Loyal Customers
CUST_01582,35,4,2728.63,5,3,1,531,Others
CUST_01583,193,3,6395.27,2,2,2,222,Lost Customers
CUST_01584,144,6,31144.71,3,5,5,355,Others
CUST_01585,157,3,2682.75,3,2,1,321,Others
CUST_01586,240,5,5091.58,2,4,2,242,At Risk
CUST_01587,81,4,14630.869999999999,4,3,4,434,Others
CUST_01588,440,1,686.22,1,1,1,111,Lost Customers
CUST_01589,261,5,15067.83,2,4,4,244,At Risk
CUST_01590,381,5,14950.740000000002,1,4,4,144,At Risk
CUST_01591,495,4,11024.720000000001,1,3,4,134,At Risk
CUST_01592,193,4,7559.34,2,3,3,233,At Risk
CUST_01593,241,4,19114.77,2,3,5,235,At Risk
CUST_01594,248,2,6546.38,2,1,2,212,Lost Customers
CUST_01595,156,4,6081.28,3,3,2,332,Others
CUST_01596,1,3,3498.83,5,2,1,521,Others
CUST_01597,414,2,952.53,1,1,1,111,Lost Customers
CUST_01598,98,4,8651.9,3,3,3,333,Others
CUST_01599,184,3,868.1500000000001,2,2,1,221,Lost Customers
CUST_01600,676,2,2097.44,1,1,1,111,Lost Customers
CUST_01601,122,3,2198.31,3,2,1,321,Others
CUST_01602,149,4,10260.14,3,3,3,333,Others
CUST_01603,407,5,11170.76,1,4,4,144,At Risk
CUST_01604,395,4,13898.330000000002,1,3,4,134,At Risk
CUST_01605,227,5,10122.140000000001,2,4,3,243,At Risk
CUST_01606,5,1,4906.86,5,1,2,512,Others
CUST_01607,78,3,19356.73,4,2,5,425,Others
CUST_01608,113,4,7178.97,3,3,2,332,Others
CUST_01609,57,9,19049.88,4,5,5,455,Loyal Customers
CUST_01610,418,2,3525.57,1,1,1,111,Lost Customers
CUST_01611,32,4,13852.27,5,3,4,534,Others
CUST_01612,650,1,563.47,1,1,1,111,Lost Customers
CUST_01613,34,5,7787.5599999999995,5,4,3,543,Loyal Customers
CUST_01614,165,2,2264.3199999999997,3,1,1,311,Others
CUST_01615,33,4,8911.800000000001,5,3,3,533,Others
CUST_01616,225,1,2329.21,2,1,1,211,Lost Customers
CUST_01617,3,6,16682.1,5,5,5,555,Champions
CUST_01618,264,3,7322.51,2,2,3,223,Lost Customers
CUST_01619,87,6,8844.08,4,5,3,453,Loyal Customers
CUST_01620,462,3,7275.42,1,2,3,123,Lost Customers
CUST_01621,134,2,5927.41,3,1,2,312,Others
CUST_01622,49,1,2920.78,4,1,1,411,Others
CUST_01623,26,5,11597.24,5,4,4,544,Loyal Customers
CUST_01624,114,5,8857.55,3,4,3,343,Others
CUST_01625,195,3,3994.24,2,2,1,221,Lost Customers
CUST_01626,230,4,3358.4,2,3,1,231,At Risk
CUST_01627,21,2,8204.61,5,1,3,513,Others
CUST_01628,240,3,14764.470000000001,2,2,4,224,Lost Customers
CUST_01629,33,2,4681.21,5,1,2,512,Others
CUST_01630,237,1,3133.75,2,1,1,211,Lost Customers
CUST_01631,162,4,8544.15,3,3,3,333,Others
CUST_01632,112,9,19150.28,3,5,5,355,Others
CUST_01633,21,6,14070.33,5,5,4,554,Loyal Customers
CUST_01634,221,3,2851.93,2,2,1,221,Lost Customers
CUST_01635,191,3,4867.52,2,2,2,222,Lost Customers
CUST_01636,13,4,6289.27,5,3,2,532,Others
CUST_01638,17,3,8962.03,5,2,3,523,Others
CUST_01639,268,3,11981.560000000001,2,2,4,224,Lost Customers
CUST_01640,88,8,20173.149999999998,4,5,5,455,Loyal Customers
CUST_01641,206,2,5155.150000000001,2,1,2,212,Lost Customers
CUST_01642,244,3,4396.0,2,2,2,222,Lost Customers
CUST_01643,109,5,5710.139999999999,3,4,2,342,Others
CUST_01644,433,2,2130.04,1,1,1,111,Lost Customers
CUST_01645,20,3,3196.69,5,2,1,521,Others
CUST_01646,252,3,7740.35,2,2,3,223,Lost Customers
CUST_01647,71,5,6906.17,4,4,2,442,Loyal Customers
CUST_01648,191,5,8182.25,2,4,3,243,At Risk
CUST_01649,208,6,26518.63,2,5,5,255,At Risk
CUST_01650,161,3,9907.869999999999,3,2,3,323,Others
CUST_01651,86,5,15118.01,4,4,4,444,Loyal Customers
CUST_01652,39,4,14876.7,4,3,4,434,Others
CUST_01653,43,4,14488.880000000001,4,3,4,434,Others
CUST_01654,171,1,2678.5,2,1,1,211,Lost Customers
CUST_01655,70,5,22126.44,4,4,5,445,Loyal Customers
CUST_01656,30,4,10461.44,5,3,3,533,Others
CUST_01657,173,3,5367.17,2,2,2,222,Lost Customers
CUST_01658,26,7,19565.07,5,5,5,555,Champions
CUST_01659,194,1,414.4,2,1,1,211,Lost Customers
CUST_01660,124,3,5957.54,3,2,2,322,Others
CUST_01661,27,5,8334.94,5,4,3,543,Loyal Customers
CUST_01662,112,4,6201.88,3,3,2,332,Others
CUST_01663,132,5,19025.2,3,4,5,345,Others
CUST_01664,488,2,2396.14,1,1,1,111,Lost Customers
CUST_01666,89,2,4170.57,4,1,2,412,Others
CUST_01667,268,3,11172.97,2,2,4,224,Lost Customers
CUST_01668,28,3,13250.25,5,2,4,524,Others
CUST_01669,114,6,14703.52,3,5,4,354,Others
CUST_01670,172,7,8576.07,2,5,3,253,At Risk
CUST_01671,277,1,2693.28,2,1,1,211,Lost Customers
CUST_01672,418,3,4019.11,1,2,1,121,Lost Customers
CUST_01673,416,4,5205.89,1,3,2,132,At Risk
CUST_01674,66,4,12660.75,4,3,4,434,Others
CUST_01675,296,2,8641.51,1,1,3,113,Lost Customers
CUST_01676,47,7,11110.86,4,5,4,454,Loyal Customers
CUST_01677,18,3,5337.75,5,2,2,522,Others
CUST_01678,215,4,12349.49,2,3,4,234,At Risk
CUST_01679,35,4,11727.08,5,3,4,534,Others
CUST_01680,203,4,10002.45,2,3,3,233,At Risk
CUST_01681,29,5,7542.280000000001,5,4,3,543,Loyal Customers
CUST_01682,23,3,12668.58,5,2,4,524,Others
CUST_01683,129,1,1049.91,3,1,1,311,Others
CUST_01684,564,2,557.14,1,1,1,111,Lost Customers
CUST_01685,163,9,24760.26,3,5,5,355,Others
CUST_01686,200,4,11700.42,2,3,4,234,At Risk
CUST_01687,22,5,15197.65,5,4,4,544,Loyal Customers
CUST_01688,197,3,4183.05,2,2,2,222,Lost Customers
CUST_01689,140,2,2595.58,3,1,1,311,Others
CUST_01690,1,8,26807.46,5,5,5,555,Champions
CUST_01691,74,5,9342.51,4,4,3,443,Loyal Customers
CUST_01693,18,6,8543.28,5,5,3,553,Loyal Customers
CUST_01694,63,2,3545.8900000000003,4,1,1,411,Others
CUST_01695,50,3,6104.41,4,2,2,422,Others
CUST_01696,131,4,18682.629999999997,3,3,5,335,Others
CUST_01697,300,3,6414.35,1,2,2,122,Lost Customers
CUST_01698,1,8,9320.92,5,5,3,553,Loyal Customers
CUST_01699,133,2,4935.950000000001,3,1,2,312,Others
CUST_01700,57,7,7436.96,4,5,3,453,Loyal Customers
CUST_01701,310,8,18664.96,1,5,5,155,At Risk
CUST_01702,27,5,6980.88,5,4,2,542,Loyal Customers
CUST_01703,6,2,3228.99,5,1,1,511,Others
CUST_01704,279,3,13726.73,2,2,4,224,Lost Customers
CUST_01705,282,4,12118.3,1,3,4,134,At Risk
CUST_01706,56,4,2938.17,4,3,1,431,Others
CUST_01707,127,4,9462.61,3,3,3,333,Others
CUST_01708,393,4,3772.71,1,3,1,131,At Risk
CUST_01709,117,2,430.39,3,1,1,311,Others
CUST_01710,12,4,5978.68,5,3,2,532,Others
CUST_01711,98,4,15086.5,3,3,4,334,Others
CUST_01712,187,2,4543.67,2,1,2,212,Lost Customers
CUST_01713,92,5,15056.39,3,4,4,344,Others
CUST_01714,155,4,12373.64,3,3,4,334,Others
CUST_01715,196,4,5965.76,2,3,2,232,At Risk
CUST_01716,161,1,6909.88,3,1,2,312,Others
CUST_01717,57,2,406.27,4,1,1,411,Others
CUST_01718,92,6,19933.989999999998,3,5,5,355,Others
CUST_01719,183,3,20555.35,2,2,5,225,Lost Customers
CUST_01720,322,3,1942.6699999999998,1,2,1,121,Lost Customers
CUST_01721,147,3,5463.82,3,2,2,322,Others
CUST_01722,291,4,10640.05,1,3,3,133,At Risk
CUST_01723,58,3,7528.99,4,2,3,423,Others
CUST_01724,28,6,18448.0,5,5,5,555,Champions
CUST_01725,248,3,20413.91,2,2,5,225,Lost Customers
CUST_01726,140,4,11797.21,3,3,4,334,Others
CUST_01727,94,4,9972.81,3,3,3,333,Others
CUST_01728,218,5,9105.7,2,4,3,243,At Risk
CUST_01729,104,4,7959.139999999999,3,3,3,333,Others
CUST_01730,21,5,10379.41,5,4,3,543,Loyal Customers
CUST_01731,106,7,17538.15,3,5,5,355,Others
CUST_01732,315,2,5408.46,1,1,2,112,Lost Customers
CUST_01733,9,4,14284.310000000001,5,3,4,534,Others
CUST_01734,276,2,8454.19,2,1,3,213,Lost Customers
CUST_01735,82,3,7272.6,4,2,3,423,Others
CUST_01736,166,3,4135.969999999999,2,2,2,222,Lost Customers
