order_id,customer_id,order_date,amount,category,city,payment_method
ORD_006306,CUST_03235,2023-10-26,1463.55,Home,Mumbai,UPI
ORD_006307,CUST_04695,2023-01-11,1179.78,Home,Mumbai,Net Banking
ORD_006308,CUST_00889,2024-07-10,1144.56,Electronics,Mumbai,Net Banking
ORD_006309,CUST_01183,2024-09-10,1866.09,Beauty,Chennai,Net Banking
ORD_006310,CUST_03450,2024-10-31,4136.08,Home,Chennai,Net Banking
ORD_006311,CUST_01520,2023-04-07,1122.63,Home,Bangalore,UPI
ORD_006312,CUST_02310,2024-07-12,1857.18,Groceries,Delhi,Net Banking
ORD_006313,CUST_04596,2023-02-20,2777.17,Beauty,Chennai,Net Banking
ORD_006314,CUST_04705,2023-08-16,784.86,Fashion,Bangalore,Card
ORD_006315,CUST_03172,2023-11-01,812.67,Beauty,Mumbai,COD
ORD_006316,CUST_03518,2024-04-23,6773.12,Beauty,Chennai,UPI
ORD_006317,CUST_03288,2023-02-07,3214.17,Beauty,Bangalore,UPI
ORD_006318,CUST_03170,2023-09-14,2152.06,Groceries,Chennai,Net Banking
ORD_006319,CUST_00127,2023-08-23,2608.32,Beauty,Bangalore,COD
ORD_006320,CUST_00938,2024-12-23,74.34,Groceries,Mumbai,UPI
ORD_006321,CUST_01011,2024-07-19,2406.51,Fashion,Hyderabad,UPI
ORD_006322,CUST_01539,2024-02-11,1780.87,Groceries,Bangalore,Net Banking
ORD_006323,CUST_03806,2023-01-12,1972.77,Home,Hyderabad,Card
ORD_006324,CUST_00966,2023-12-07,1113.47,Electronics,Chennai,Card
ORD_006325,CUST_03261,2023-05-22,212.46,Beauty,Bangalore,Net Banking
ORD_006326,CUST_00029,2023-05-24,537.13,Electronics,Chennai,Net Banking
ORD_006327,CUST_04681,2023-01-26,7526.85,Groceries,Delhi,Net Banking
ORD_006328,CUST_03006,2023-10-10,1313.58,Groceries,Chennai,Card
ORD_006329,CUST_04944,2023-08-26,1571.6,Electronics,Hyderabad,Card
ORD_006330,CUST_04125,2023-11-02,135.37,Electronics,Delhi,UPI
ORD_006331,CUST_00035,2024-02-23,95.73,Beauty,Mumbai,Card
ORD_006332,CUST_02673,2023-03-28,3157.37,Home,Hyderabad,COD
ORD_006333,CUST_02079,2024-01-22,1930.99,Groceries,Bangalore,COD
ORD_006334,CUST_01001,2023-01-27,1776.78,Electronics,Chennai,COD
ORD_006335,CUST_00386,2023-04-01,696.39,Electronics,Delhi,Card
ORD_006336,CUST_01552,2023-03-30,3413.79,Groceries,Hyderabad,COD
ORD_006337,CUST_04205,2024-10-12,460.52,Groceries,Mumbai,UPI
ORD_006338,CUST_01807,2023-12-14,526.6,Groceries,Mumbai,UPI
ORD_006339,CUST_04037,2024-05-19,1543.76,Fashion,Mumbai,UPI
ORD_006340,CUST_01575,2023-02-03,843.16,Beauty,Mumbai,Net Banking
ORD_006341,CUST_00467,2024-08-09,710.76,Beauty,Chennai,Card
ORD_006342,CUST_02078,2024-12-16,2590.77,Home,Chennai,COD
ORD_006343,CUST_00764,2024-02-06,2631.51,Beauty,Delhi,Card
ORD_006344,CUST_04549,2024-08-27,4350.53,Beauty,Bangalore,Card
ORD_006345,CUST_03672,2024-01-30,1351.96,Groceries,Hyderabad,UPI
ORD_006346,CUST_04566,2024-04-09,189.73,Home,Mumbai,Net Banking
ORD_006347,CUST_03569,2023-03-04,799.36,Fashion,Mumbai,COD
ORD_006348,CUST_01839,2023-11-14,9780.74,Beauty,Delhi,Net Banking
ORD_006349,CUST_01911,2023-03-23,2267.45,Home,Bangalore,UPI
ORD_006350,CUST_01865,2023-08-20,3092.42,Electronics,Hyderabad,Net Banking
ORD_006351,CUST_03697,2023-12-08,18.46,Home,Hyderabad,COD
ORD_006352,CUST_00953,2023-01-01,1825.6,Beauty,Delhi,COD
ORD_006353,CUST_04370,2023-02-14,95.63,Groceries,Hyderabad,Net Banking
ORD_006354,CUST_01780,2023-04-30,2105.45,Groceries,Chennai,COD
ORD_006355,CUST_03171,2023-01-21,6338.53,Beauty,Hyderabad,Card
ORD_006356,CUST_03963,2023-02-22,8638.01,Home,Delhi,COD
ORD_006357,CUST_04750,2023-11-03,1944.33,Home,Mumbai,UPI
ORD_006358,CUST_00862,2023-04-21,1532.17,Fashion,Mumbai,Net Banking
ORD_006359,CUST_03213,2023-11-11,7251.83,Home,Hyderabad,COD
ORD_006360,CUST_02877,2024-03-04,2799.15,Beauty,Mumbai,Card
ORD_006361,CUST_04193,2024-08-01,167.75,Home,Bangalore,Card
ORD_006362,CUST_03174,2024-11-30,1567.11,Groceries,Bangalore,COD
ORD_006363,CUST_04153,2023-12-12,686.9,Beauty,Chennai,Card
ORD_006364,CUST_04752,2023-01-11,1586.27,Groceries,Delhi,COD
ORD_006365,CUST_03115,2024-06-25,1519.56,Beauty,Mumbai,UPI
ORD_006366,CUST_03555,2024-01-24,2181.55,Groceries,Delhi,Card
ORD_006367,CUST_03341,2023-03-11,1103.13,Electronics,Delhi,Card
ORD_006368,CUST_03357,2024-07-15,448.63,Home,Chennai,Net Banking
ORD_006369,CUST_03611,2024-04-12,1751.53,Home,Delhi,COD
ORD_006370,CUST_03838,2023-02-11,4432.88,Electronics,Delhi,Net Banking
ORD_006371,CUST_01183,2024-01-21,2726.7,Electronics,Mumbai,Net Banking
ORD_006372,CUST_04828,2023-07-08,1032.61,Home,Chennai,UPI
ORD_006373,CUST_00452,2024-03-24,6853.62,Electronics,Hyderabad,UPI
ORD_006374,CUST_01066,2024-07-21,6081.95,Groceries,Mumbai,Card
ORD_006375,CUST_01536,2024-11-07,587.24,Fashion,Mumbai,Card
ORD_006376,CUST_02355,2023-07-26,100.54,Electronics,Bangalore,Card
ORD_006377,CUST_01982,2023-02-23,3380.3,Electronics,Bangalore,Card
ORD_006378,CUST_02067,2023-10-14,4394.99,Home,Chennai,Net Banking
ORD_006379,CUST_00226,2024-01-22,8594.49,Groceries,Hyderabad,Card
ORD_006380,CUST_00019,2024-02-13,5514.47,Groceries,Hyderabad,Card
ORD_006381,CUST_01563,2023-12-16,2294.07,Home,Delhi,Net Banking
ORD_006382,CUST_02647,2023-05-24,1887.83,Groceries,Hyderabad,UPI
ORD_006383,CUST_01119,2024-06-01,70.59,Beauty,Bangalore,Net Banking
ORD_006384,CUST_00398,2023-02-03,708.08,Home,Hyderabad,COD
ORD_006385,CUST_04351,2024-07-23,1538.68,Beauty,Hyderabad,Net Banking
ORD_006386,CUST_02791,2023-09-09,2475.54,Fashion,Chennai,UPI
ORD_006387,CUST_02097,2023-06-20,2036.89,Beauty,Hyderabad,COD
ORD_006388,CUST_01173,2024-06-26,3393.16,Fashion,Hyderabad,Card
ORD_006389,CUST_03638,2024-02-25,820.45,Beauty,Bangalore,COD
ORD_006390,CUST_02729,2023-01-31,2080.75,Home,Delhi,Net Banking
ORD_006391,CUST_04511,2024-06-26,230.68,Home,Delhi,Net Banking
ORD_006392,CUST_00225,2024-11-26,1334.66,Electronics,Chennai,Card
ORD_006393,CUST_04835,2023-05-14,3467.34,Electronics,Chennai,Card
ORD_006394,CUST_00616,2024-05-07,2955.54,Fashion,Chennai,COD
ORD_006395,CUST_04590,2024-02-15,11679.01,Home,Bangalore,Card
ORD_006396,CUST_04424,2024-04-28,813.95,Groceries,Delhi,Net Banking
ORD_006397,CUST_01307,2024-06-15,1723.83,Home,Bangalore,UPI
ORD_006398,CUST_02062,2023-06-11,999.44,Beauty,Delhi,COD
ORD_006399,CUST_03349,2023-06-27,1452.24,Groceries,Chennai,Net Banking
ORD_006400,CUST_04731,2024-02-06,4861.4,Beauty,Hyderabad,UPI
ORD_006401,CUST_03499,2023-01-09,2881.69,Electronics,Bangalore,Card
ORD_006402,CUST_04440,2024-07-24,5352.04,Groceries,Chennai,Net Banking
ORD_006403,CUST_00037,2023-01-20,568.86,Beauty,Chennai,UPI
ORD_006404,CUST_01465,2024-06-23,5166.04,Home,Hyderabad,COD
ORD_006405,CUST_00650,2023-06-03,154.06,Fashion,Bangalore,Card
ORD_006406,CUST_00030,2023-03-26,5486.55,Home,Hyderabad,COD
ORD_006407,CUST_03003,2023-10-06,997.74,Fashion,Mumbai,COD
ORD_006408,CUST_04341,2024-05-25,944.34,Groceries,Bangalore,UPI
ORD_006409,CUST_00456,2023-10-03,1794.05,Home,Mumbai,Card
ORD_006410,CUST_03822,2023-11-24,7062.45,Fashion,Chennai,COD
ORD_006411,CUST_01402,2024-02-20,122.4,Groceries,Mumbai,COD
ORD_006412,CUST_02260,2023-06-24,1085.55,Fashion,Bangalore,Net Banking
ORD_006413,CUST_00454,2024-05-07,4854.81,Groceries,Hyderabad,COD
ORD_006414,CUST_04448,2023-07-13,1260.68,Electronics,Chennai,COD
ORD_006415,CUST_04159,2024-05-20,555.23,Electronics,Bangalore,Card
ORD_006416,CUST_03260,2024-07-01,1382.57,Fashion,Mumbai,UPI
ORD_006417,CUST_00721,2023-09-23,1217.58,Beauty,Mumbai,Card
ORD_006418,CUST_01877,2023-05-18,6175.03,Home,Mumbai,UPI
ORD_006419,CUST_02195,2024-11-10,3588.02,Groceries,Hyderabad,UPI
ORD_006420,CUST_03771,2023-01-08,1758.58,Fashion,Hyderabad,UPI
ORD_006421,CUST_00876,2024-08-02,11135.54,Home,Mumbai,Net Banking
ORD_006422,CUST_01084,2023-01-29,1565.02,Groceries,Bangalore,COD
ORD_006423,CUST_00604,2024-08-08,150.01,Electronics,Chennai,UPI
ORD_006424,CUST_04607,2023-06-08,760.46,Groceries,Hyderabad,Card
ORD_006425,CUST_01952,2023-08-21,1432.07,Electronics,Delhi,Net Banking
ORD_006426,CUST_00031,2023-10-03,426.68,Groceries,Bangalore,Net Banking
ORD_006427,CUST_04797,2023-12-15,7370.46,Groceries,Bangalore,UPI
ORD_006428,CUST_02816,2024-07-02,3640.17,Beauty,Hyderabad,UPI
ORD_006429,CUST_00634,2024-03-15,780.92,Electronics,Delhi,Net Banking
ORD_006430,CUST_00683,2023-10-17,2233.91,Groceries,Bangalore,UPI
ORD_006431,CUST_03823,2023-12-09,3195.39,Home,Hyderabad,UPI
ORD_006432,CUST_02538,2023-07-07,7087.39,Beauty,Delhi,Net Banking
ORD_006433,CUST_01952,2024-08-19,5334.96,Home,Bangalore,Net Banking
ORD_006434,CUST_01068,2023-12-21,1810.01,Groceries,Chennai,Card
ORD_006435,CUST_00575,2023-07-02,3725.28,Beauty,Delhi,Net Banking
ORD_006436,CUST_03683,2023-08-30,2064.67,Home,Mumbai,Net Banking
ORD_006437,CUST_01408,2023-09-22,2011.34,Beauty,Bangalore,COD
ORD_006438,CUST_01619,2024-10-06,304.69,Beauty,Hyderabad,Net Banking
ORD_006439,CUST_04251,2024-05-22,337.08,Electronics,Delhi,Net Banking
ORD_006440,CUST_02965,2024-05-02,1885.08,Fashion,Hyderabad,Net Banking
ORD_006441,CUST_02519,2023-08-17,782.88,Groceries,Chennai,Card
ORD_006442,CUST_04681,2023-02-18,53.15,Electronics,Hyderabad,UPI
ORD_006443,CUST_02432,2023-05-09,3207.89,Beauty,Mumbai,Net Banking
ORD_006444,CUST_00415,2024-10-03,82.57,Fashion,Chennai,COD
ORD_006445,CUST_00078,2024-09-07,2261.38,Fashion,Mumbai,COD
ORD_006446,CUST_03957,2023-08-22,1936.94,Home,Mumbai,Card
ORD_006447,CUST_02360,2023-06-21,8669.52,Home,Mumbai,Card
ORD_006448,CUST_01032,2024-01-10,1655.15,Beauty,Delhi,Card
ORD_006449,CUST_00271,2023-08-15,164.29,Home,Delhi,Card
ORD_006450,CUST_00435,2024-09-01,2005.66,Fashion,Hyderabad,UPI
ORD_006451,CUST_00822,2024-11-26,4598.64,Beauty,Bangalore,Net Banking
ORD_006452,CUST_01981,2023-04-22,14400.31,Fashion,Mumbai,Card
ORD_006453,CUST_01494,2024-02-10,1406.8,Beauty,Chennai,COD
ORD_006454,CUST_04026,2023-12-03,965.25,Home,Delhi,UPI
ORD_006455,CUST_00095,2024-10-11,5928.59,Fashion,Delhi,COD
ORD_006456,CUST_01032,2024-09-17,530.64,Electronics,Bangalore,COD
ORD_006457,CUST_04322,2023-10-07,2389.07,Home,Hyderabad,Card
ORD_006458,CUST_01294,2024-08-12,1300.99,Groceries,Bangalore,COD
ORD_006459,CUST_03419,2024-12-01,104.88,Home,Mumbai,Net Banking
ORD_006460,CUST_00676,2023-12-28,1066.55,Electronics,Delhi,UPI
ORD_006461,CUST_01383,2023-06-20,770.49,Home,Bangalore,COD
ORD_006462,CUST_03810,2023-08-30,2896.63,Home,Hyderabad,UPI
ORD_006463,CUST_00350,2023-07-27,7429.58,Electronics,Delhi,UPI
ORD_006464,CUST_04708,2023-02-08,780.1,Fashion,Mumbai,COD
ORD_006465,CUST_03714,2024-02-21,4171.19,Fashion,Hyderabad,COD
ORD_006466,CUST_01194,2024-04-07,142.38,Groceries,Mumbai,Card
ORD_006467,CUST_02662,2023-11-22,1931.13,Beauty,Chennai,COD
ORD_006468,CUST_01443,2024-10-18,182.91,Electronics,Chennai,Net Banking
ORD_006469,CUST_04037,2024-09-05,6796.5,Electronics,Chennai,Net Banking
ORD_006470,CUST_03629,2024-01-08,3634.84,Beauty,Delhi,Card
ORD_006471,CUST_01610,2023-11-10,2682.0,Electronics,Delhi,Net Banking
ORD_006472,CUST_04813,2023-01-20,4341.71,Beauty,Hyderabad,Card
ORD_006473,CUST_04833,2023-07-07,2606.9,Beauty,Bangalore,Net Banking
ORD_006474,CUST_04571,2024-12-11,8679.94,Electronics,Hyderabad,Net Banking
ORD_006475,CUST_01624,2023-09-12,3129.04,Groceries,Chennai,Card
ORD_006476,CUST_02018,2023-01-21,6464.31,Home,Bangalore,COD
ORD_006477,CUST_02789,2023-09-12,1820.03,Electronics,Chennai,Card
ORD_006478,CUST_01885,2024-03-09,311.26,Beauty,Chennai,Card
ORD_006479,CUST_01250,2023-10-28,1877.88,Home,Hyderabad,UPI
ORD_006480,CUST_04670,2024-07-05,339.19,Beauty,Bangalore,Net Banking
ORD_006481,CUST_01289,2023-02-26,2244.25,Electronics,Bangalore,COD
ORD_006482,CUST_00368,2023-11-28,1646.83,Fashion,Mumbai,UPI
ORD_006483,CUST_01029,2023-09-12,2435.96,Electronics,Hyderabad,UPI
ORD_006484,CUST_00233,2024-05-14,25.24,Fashion,Hyderabad,COD
ORD_006485,CUST_02657,2024-07-01,541.79,Home,Chennai,COD
ORD_006486,CUST_00429,2023-10-07,1689.89,Electronics,Bangalore,COD
ORD_006487,CUST_02793,2024-02-07,7514.64,Beauty,Chennai,UPI
ORD_006488,CUST_04864,2024-09-27,1209.68,Electronics,Hyderabad,COD
ORD_006489,CUST_00718,2023-05-15,1380.73,Beauty,Bangalore,UPI
ORD_006490,CUST_03984,2024-06-13,3135.5,Fashion,Delhi,UPI
ORD_006491,CUST_02044,2023-12-20,2314.54,Fashion,Hyderabad,Card
ORD_006492,CUST_02541,2024-09-17,887.86,Beauty,Chennai,Net Banking
ORD_006493,CUST_00902,2023-12-08,1322.54,Home,Hyderabad,COD
ORD_006494,CUST_04065,2023-05-05,613.79,Home,Mumbai,Card
ORD_006495,CUST_01423,2024-06-11,8455.07,Electronics,Hyderabad,Net Banking
ORD_006496,CUST_02016,2023-01-18,349.98,Home,Chennai,Net Banking
ORD_006497,CUST_01099,2023-03-18,1162.39,Groceries,Hyderabad,Net Banking
ORD_006498,CUST_01946,2023-11-20,65.45,Electronics,Chennai,UPI
ORD_006499,CUST_03754,2024-03-22,626.86,Fashion,Hyderabad,UPI
ORD_006500,CUST_02369,2023-06-07,3790.68,Fashion,Hyderabad,Net Banking
ORD_006501,CUST_04104,2024-01-03,561.53,Home,Delhi,Net Banking
ORD_006502,CUST_03774,2023-03-21,208.63,Beauty,Bangalore,Card
ORD_006503,CUST_03461,2023-01-25,1608.29,Groceries,Chennai,UPI
ORD_006504,CUST_00896,2023-02-15,25.05,Fashion,Hyderabad,Net Banking
ORD_006505,CUST_00787,2023-02-21,221.44,Electronics,Delhi,Card
ORD_006506,CUST_03978,2024-06-09,4120.78,Groceries,Delhi,UPI
ORD_006507,CUST_04407,2024-08-31,3690.26,Electronics,Chennai,COD
ORD_006508,CUST_03201,2024-11-03,6166.85,Fashion,Mumbai,Card
ORD_006509,CUST_04546,2024-06-19,4819.21,Fashion,Mumbai,Net Banking
ORD_006510,CUST_04389,2023-12-27,2873.52,Fashion,Delhi,COD
ORD_006511,CUST_03445,2024-09-02,134.38,Fashion,Hyderabad,UPI
ORD_006512,CUST_04844,2024-01-26,3817.9,Beauty,Mumbai,Card
ORD_006513,CUST_03115,2024-05-05,4669.08,Electronics,Delhi,UPI
ORD_006514,CUST_00099,2024-05-05,4012.15,Electronics,Mumbai,Card
ORD_006515,CUST_00015,2024-10-15,1775.63,Groceries,Chennai,COD
ORD_006516,CUST_03666,2023-06-08,662.85,Electronics,Mumbai,Card
ORD_006517,CUST_02882,2024-03-06,4666.15,Beauty,Chennai,Net Banking
ORD_006518,CUST_04226,2023-08-17,3247.2,Fashion,Delhi,Card
ORD_006519,CUST_00408,2024-02-14,9877.06,Groceries,Mumbai,COD
ORD_006520,CUST_00846,2024-10-18,423.1,Beauty,Hyderabad,COD
ORD_006521,CUST_04978,2024-07-15,639.38,Electronics,Mumbai,Net Banking
ORD_006522,CUST_00651,2023-09-24,595.0,Home,Mumbai,COD
ORD_006523,CUST_04623,2023-02-06,3932.04,Home,Mumbai,Net Banking
ORD_006524,CUST_03682,2024-01-17,517.28,Fashion,Delhi,COD
ORD_006525,CUST_04026,2023-04-14,172.46,Fashion,Mumbai,COD
ORD_006526,CUST_02903,2024-03-17,16359.18,Fashion,Hyderabad,COD
ORD_006527,CUST_03295,2023-08-01,62.83,Beauty,Bangalore,UPI
ORD_006528,CUST_04127,2023-02-19,4508.23,Home,Bangalore,Card
ORD_006529,CUST_00134,2023-02-03,1136.77,Electronics,Hyderabad,COD
ORD_006530,CUST_03511,2023-12-06,4606.82,Electronics,Bangalore,Net Banking
ORD_006531,CUST_03907,2024-05-08,2022.07,Electronics,Chennai,Card
ORD_006532,CUST_00815,2024-01-23,5797.58,Home,Delhi,Net Banking
ORD_006533,CUST_00887,2024-08-29,6515.75,Electronics,Mumbai,UPI
ORD_006534,CUST_03041,2023-10-17,22.85,Groceries,Mumbai,Card
ORD_006535,CUST_00104,2023-04-16,196.02,Electronics,Hyderabad,UPI
ORD_006536,CUST_01135,2024-01-19,720.4,Beauty,Hyderabad,COD
ORD_006537,CUST_00195,2024-11-04,2766.48,Fashion,Hyderabad,COD
ORD_006538,CUST_04833,2023-02-02,5479.22,Groceries,Chennai,Card
ORD_006539,CUST_04654,2024-05-22,1540.2,Home,Mumbai,Card
ORD_006540,CUST_04264,2024-06-06,2334.69,Home,Bangalore,COD
ORD_006541,CUST_03093,2023-04-10,522.18,Home,Bangalore,UPI
ORD_006542,CUST_01657,2023-10-16,4086.46,Electronics,Delhi,Card
ORD_006543,CUST_00487,2023-01-29,8553.1,Fashion,Delhi,UPI
ORD_006544,CUST_02385,2023-08-17,781.98,Beauty,Bangalore,COD
ORD_006545,CUST_01852,2023-01-19,1707.13,Home,Hyderabad,UPI
ORD_006546,CUST_03586,2024-08-04,225.13,Groceries,Mumbai,COD
ORD_006547,CUST_02224,2024-02-28,2047.55,Home,Bangalore,Net Banking
ORD_006548,CUST_01595,2024-01-03,1746.82,Fashion,Delhi,Net Banking
ORD_006549,CUST_01285,2023-05-29,389.99,Beauty,Bangalore,Net Banking
ORD_006550,CUST_02682,2024-10-09,1458.79,Home,Chennai,UPI
ORD_006551,CUST_01360,2023-05-11,1016.56,Electronics,Chennai,Card
ORD_006552,CUST_01839,2023-10-21,1844.48,Fashion,Hyderabad,Net Banking
ORD_006553,CUST_03835,2024-04-07,2202.64,Fashion,Bangalore,COD
ORD_006554,CUST_00646,2024-11-06,21.33,Beauty,Delhi,UPI
ORD_006555,CUST_02150,2023-04-15,3578.29,Groceries,Bangalore,UPI
ORD_006556,CUST_02760,2023-03-13,3120.81,Home,Mumbai,Net Banking
ORD_006557,CUST_00356,2024-12-27,1140.4,Groceries,Chennai,Card
ORD_006558,CUST_01782,2024-08-16,135.97,Electronics,Mumbai,COD
ORD_006559,CUST_02257,2024-05-12,3515.55,Groceries,Chennai,Net Banking
ORD_006560,CUST_01587,2024-03-02,7762.48,Fashion,Hyderabad,Card
ORD_006561,CUST_03881,2024-02-05,686.59,Groceries,Hyderabad,COD
ORD_006562,CUST_02481,2023-11-07,977.15,Electronics,Chennai,Card
ORD_006563,CUST_01312,2023-09-23,507.78,Groceries,Bangalore,COD
ORD_006564,CUST_04397,2024-07-11,2150.58,Home,Bangalore,UPI
ORD_006565,CUST_02002,2024-04-17,420.58,Electronics,Mumbai,UPI
ORD_006566,CUST_02460,2024-01-11,1100.89,Fashion,Bangalore,UPI
ORD_006567,CUST_00901,2024-06-29,2985.16,Fashion,Bangalore,Net Banking
ORD_006568,CUST_03119,2024-10-08,2053.11,Groceries,Chennai,COD
ORD_006569,CUST_00996,2024-09-10,1221.28,Electronics,Delhi,Net Banking
ORD_006570,CUST_00053,2024-01-28,1362.89,Fashion,Chennai,COD
ORD_006571,CUST_03721,2023-04-05,2064.47,Groceries,Delhi,UPI
ORD_006572,CUST_00836,2024-08-17,14.7,Groceries,Bangalore,COD
ORD_006573,CUST_03100,2024-11-04,204.41,Groceries,Bangalore,COD
ORD_006574,CUST_03983,2024-02-24,5327.01,Groceries,Delhi,Card
ORD_006575,CUST_02372,2023-03-06,202.7,Fashion,Bangalore,COD
ORD_006576,CUST_00644,2023-10-15,3067.28,Fashion,Bangalore,UPI
ORD_006577,CUST_04225,2023-04-17,6315.51,Fashion,Delhi,UPI
ORD_006578,CUST_02557,2023-01-10,789.12,Beauty,Chennai,Card
ORD_006579,CUST_01283,2023-11-19,1157.04,Fashion,Mumbai,UPI
ORD_006580,CUST_02538,2023-11-16,2103.66,Home,Chennai,COD
ORD_006581,CUST_03393,2023-01-02,5336.52,Groceries,Hyderabad,UPI
ORD_006582,CUST_03166,2024-04-09,7114.21,Fashion,Hyderabad,Net Banking
ORD_006583,CUST_04314,2023-08-06,3363.49,Fashion,Chennai,Card
ORD_006584,CUST_00857,2023-09-26,226.51,Beauty,Mumbai,COD
ORD_006585,CUST_02579,2024-04-30,2765.26,Electronics,Bangalore,Net Banking
ORD_006586,CUST_02688,2024-11-08,1320.37,Home,Delhi,COD
ORD_006587,CUST_00448,2024-04-10,1590.5,Beauty,Chennai,Card
ORD_006588,CUST_01760,2024-04-05,125.99,Beauty,Hyderabad,Net Banking
ORD_006589,CUST_00031,2024-09-10,530.08,Electronics,Bangalore,UPI
ORD_006590,CUST_01874,2024-02-07,3907.74,Groceries,Hyderabad,UPI
ORD_006591,CUST_01523,2024-10-07,1512.65,Home,Hyderabad,UPI
ORD_006592,CUST_00036,2024-01-30,897.63,Fashion,Bangalore,Card
ORD_006593,CUST_03495,2024-04-06,1211.35,Beauty,Bangalore,UPI
ORD_006594,CUST_04560,2023-02-16,4817.22,Beauty,Mumbai,Net Banking
ORD_006595,CUST_01978,2023-03-31,3455.75,Fashion,Chennai,UPI
ORD_006596,CUST_04374,2024-09-09,794.72,Home,Hyderabad,COD
ORD_006597,CUST_03335,2023-04-07,312.5,Electronics,Hyderabad,Card
ORD_006598,CUST_03246,2023-02-08,725.87,Home,Hyderabad,UPI
ORD_006599,CUST_00504,2023-10-15,6338.07,Home,Hyderabad,Net Banking
ORD_006600,CUST_03801,2024-09-05,2178.23,Beauty,Delhi,Net Banking
ORD_006601,CUST_04784,2024-06-15,1906.14,Groceries,Hyderabad,COD
ORD_006602,CUST_04234,2023-03-13,2268.29,Home,Chennai,Card
ORD_006603,CUST_03321,2023-04-20,1139.38,Fashion,Chennai,Net Banking
ORD_006604,CUST_03839,2023-01-05,4114.05,Fashion,Mumbai,Net Banking
ORD_006605,CUST_01818,2024-10-31,1852.1,Home,Hyderabad,COD
ORD_006606,CUST_04879,2023-07-22,310.36,Electronics,Chennai,Net Banking
ORD_006607,CUST_04324,2023-04-16,345.47,Fashion,Chennai,Net Banking
ORD_006608,CUST_00874,2024-08-10,1924.31,Home,Chennai,UPI
ORD_006609,CUST_02278,2024-09-22,6894.55,Fashion,Bangalore,UPI
ORD_006610,CUST_02196,2023-10-21,921.7,Beauty,Chennai,COD
ORD_006611,CUST_02738,2024-08-29,5091.74,Home,Mumbai,COD
ORD_006612,CUST_01864,2023-08-26,3610.82,Electronics,Delhi,COD
ORD_006613,CUST_04626,2024-02-21,711.92,Beauty,Hyderabad,Card
ORD_006614,CUST_01875,2024-08-04,92.54,Fashion,Mumbai,UPI
ORD_006615,CUST_01730,2023-08-28,268.54,Beauty,Bangalore,UPI
ORD_006616,CUST_00454,2023-11-15,3259.43,Groceries,Delhi,Card
ORD_006617,CUST_03152,2024-10-03,556.83,Home,Hyderabad,Card
ORD_006618,CUST_03162,2023-04-25,1160.14,Groceries,Mumbai,Net Banking
ORD_006619,CUST_01929,2023-04-17,1741.38,Home,Bangalore,COD
ORD_006620,CUST_03503,2024-12-12,3231.72,Electronics,Hyderabad,Net Banking
ORD_006621,CUST_01248,2023-07-20,300.43,Groceries,Hyderabad,Net Banking
ORD_006622,CUST_02700,2024-11-08,1303.73,Electronics,Delhi,Card
ORD_006623,CUST_03926,2024-11-05,1659.32,Home,Delhi,Net Banking
ORD_006624,CUST_00758,2023-09-25,1945.82,Fashion,Bangalore,COD
ORD_006625,CUST_04723,2023-07-25,4264.33,Fashion,Mumbai,Net Banking
ORD_006626,CUST_03608,2023-02-04,470.88,Home,Chennai,COD
ORD_006627,CUST_02981,2024-07-26,4123.46,Fashion,Mumbai,Card
ORD_006628,CUST_02617,2024-04-18,2951.28,Groceries,Bangalore,UPI
ORD_006629,CUST_00995,2024-02-02,2029.1,Electronics,Hyderabad,UPI
ORD_006630,CUST_03222,2024-12-15,3006.0,Groceries,Delhi,Card
ORD_006631,CUST_03040,2023-09-27,1327.65,Home,Hyderabad,Net Banking
ORD_006632,CUST_01710,2024-08-29,372.4,Groceries,Delhi,Net Banking
ORD_006633,CUST_00128,2023-04-15,2739.78,Beauty,Hyderabad,COD
ORD_006634,CUST_03982,2023-01-06,1859.38,Electronics,Delhi,Card
ORD_006635,CUST_02053,2024-11-08,2549.79,Electronics,Mumbai,UPI
ORD_006636,CUST_04432,2024-02-09,1031.22,Home,Delhi,Card
ORD_006637,CUST_02967,2023-11-26,5934.31,Electronics,Delhi,UPI
ORD_006638,CUST_02698,2023-01-25,2213.01,Groceries,Bangalore,Net Banking
ORD_006639,CUST_00440,2023-01-08,223.18,Fashion,Chennai,UPI
ORD_006640,CUST_00454,2023-03-27,1493.7,Beauty,Mumbai,UPI
ORD_006641,CUST_03402,2023-03-14,3530.12,Groceries,Mumbai,Card
ORD_006642,CUST_04603,2023-09-22,3951.33,Beauty,Delhi,UPI
ORD_006643,CUST_01142,2023-03-31,1706.0,Electronics,Chennai,UPI
ORD_006644,CUST_04556,2024-06-08,5628.48,Electronics,Bangalore,COD
ORD_006645,CUST_03076,2024-08-09,778.8,Groceries,Chennai,Net Banking
ORD_006646,CUST_03917,2023-05-11,1321.62,Electronics,Bangalore,UPI
ORD_006647,CUST_00503,2023-09-28,5721.63,Beauty,Delhi,UPI
ORD_006648,CUST_04046,2024-11-23,5664.59,Home,Bangalore,Net Banking
ORD_006649,CUST_02973,2023-11-21,2893.62,Home,Chennai,Card
ORD_006650,CUST_01036,2023-03-15,4897.14,Groceries,Delhi,Card
ORD_006651,CUST_01145,2023-01-22,232.41,Home,Bangalore,UPI
ORD_006652,CUST_04312,2024-02-12,5006.11,Beauty,Chennai,Net Banking
ORD_006653,CUST_03150,2023-03-06,966.44,Electronics,Chennai,Card
